source	title	description	url	publishedAt	content	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	Flag for checks		resolution movie	resolution topic	final movie	final topic
Screen Rant	Five Nights At Freddy's Springtrap Actor Details Pressures Of Playing Iconic Villain	Matthew Lillard, the actor who played Stringtrap in Five Nights At Freddy's, details the pressure of playing the iconic and beloved villain.	https://screenrant.com/five-nights-at-freddys-springtrap-villain-matthew-lillard/	2023-11-11T18:00:16Z	Summary <ul><li> Matthew Lillard feels immense pressure playing the iconic villain in Five Nights at Freddy's, wanting to deliver a great performance and honor the fans' expectations. </li><li> Lill… [+4495 chars]	Juan	FNAF	Promo	Michael	FNAF	Promo					FNAF	Promo
Screen Rant	Five Nights At Freddy's Rotten Tomatoes Scores Break A Divisive 25-Year Video Game Movie Record	The Five Nights at Freddy's movie has been pretty controversial, causing the film to break a major video game adaptation Rotten Tomatoes record.	https://screenrant.com/five-nights-at-freddys-rotten-tomatoes-divisive-video-game-movie/	2023-11-17T15:20:15Z	Summary <ul><li> The Five Nights at Freddy's movie breaks a 25-year video game movie record with its divisive Rotten Tomatoes scores of 30% from critics and 87% from the audience. </li><li> Despite … [+3266 chars]	Juan	FNAF	Plot	Michael	FNAF	Plot					FNAF	Plot
Screen Rant	Mike's Return In Five Nights At Freddy's 2 Can't Happen If Sequel Follows The Games	2023's Five Nights at Freddy's movie follows the game's plot, with Mike Schmidt as the protagonist. Yet, the next installment may not have him return.	https://screenrant.com/five-nights-at-freddys-2-mike-return-not-possible/	2023-12-06T13:30:18Z	Summary <ul><li> The Five Nights at Freddy's movie centers around Mike Schmidt but he may not appear in the sequel if it follows the video game storyline. </li><li> The second video game is a preque… [+4066 chars]	Juan	FNAF	Plot	Michael	FNAF	Plot					FNAF	Plot
Teen Vogue	Hunter Schafer Calls Hunger Games Role “A Challenge” Compared to Her Euphoria Role	Hunter Schafer plays Tigris in The Hunger Games: The Ballad of Songbirds & Snakes, a character she says was a “challenge” and departure from her Euphoria role.	https://www.teenvogue.com/story/hunter-schafer-compares-hunger-games-role-euphoria-role	2023-11-16T17:28:16Z	If you've ever seen a single episode of HBO's Euphoria, you know the actors do not channel rainbows and butterflies. But according to Hunter Schafer, who plays Jules on the dark, gritty, and often ha… [+893 chars]	Juan	HG	Promo	Michael	HG	Promo					HG	Promo
Dark Horizons	New “Hunger Games” Has $99M Global Debut	“The Hunger Games: The Ballad of Songbirds & Snakes,” Lionsgate’s prequel to their “The Hunger Games” franchise, opened to approximately $44 million at the domestic box office. That’s less than what tracking figures going into the weekend had suggested with t…	https://www.darkhorizons.com/new-hunger-games-has-99m-global-debut/	2023-11-19T20:02:17Z	“The Hunger Games: The Ballad of Songbirds &amp; Snakes,” Lionsgate’s prequel to their “The Hunger Games” franchise, opened to approximately $44 million at the domestic box office. That’s less than … [+1259 chars]	Juan	HG	Box	Michael	HG	Box					HG	Box
Cracked.com	Timothée Chalamet Reminds Us What ‘SNL’ Is Really About: Shameless Project Promotion	Thank goodness we have a way to discover that ‘Wonka’ is coming to theaters on December 15th	https://www.cracked.com/article_40182_timothee-chalamet-reminds-us-what-snl-is-really-about-shameless-project-promotion.html	2023-11-12T14:46:00Z	When Fran Drescher triumphed over the evil AMPTP this week and at long last delivered labor peace to Hollywood, one thing was clear: The Saturday Night Live monologue would once again become a tool t… [+2975 chars]	Juan	NR		Michael	NM				NR		NR	
/FILM	There's One Thing The Marvels Does Better Than Avengers: Endgame	Avengers: Endgame is way more financially successful than The Marvels, but at least the new film meaningfully addresses the underlying concerns of its villain.	https://www.slashfilm.com/1445835/one-thing-the-marvels-does-better-than-avengers-endgame/	2023-11-14T13:00:14Z	This post contains spoilers for "The Marvels." In "The Marvels," Captain Marvel, Ms. Marvel, and Monica Rambeau (the latter of whom, we will, in accordance with Kamala Khan, henceforth call "Profess… [+1279 chars]	Nolin	Marvels	Box	Michael	Marvels	Plot			Marvels	Plot	Marvels	Plot
New York Magazine	Trump Revives His De Niro Feud — and It’s a Flop	Trump responded Robert De Niro’s Gotham Awards speech, calling the actor a ‘total loser.’ We deserve a better Trump celebrity feud than his uninspired beef with the ‘Killers of the Flower’ moon star.	http://nymag.com/intelligencer/2023/12/trump-de-niro-feud.html	2023-12-04T21:37:37Z	Lately Donald Trump has been so focused on attacking GOP primary rivals like Ron DeSanctimonious and smearing low-level court employees that he hasnt had time for a good celebrity feud. Today on Trut… [+2844 chars]	Nolin	KOTFM	NR	Michael	KOTFM	NR					KOTFM	NR
CBC News	Avril Lavigne, Rick Mercer, Tantoo Cardinal among those inducted into Canada's Walk of Fame	Pop-punk icon Avril Lavigne, political satirist Rick Mercer and hockey superstar Connor McDavid were among those inducted into Canada's Walk of Fame tonight at a special anniversary gala in Toronto.	https://www.cbc.ca/news/entertainment/canada-walk-of-fame-avril-lavigne-rick-mercer-25th-anniversary-1.7047565	2023-12-03T00:02:21Z	Pop-punk icon Avril Lavigne, political satirist Rick Mercer and hockey superstar Connor McDavid were among those inducted into Canada's Walk of Fame tonight at a special anniversary gala in Toronto. … [+827 chars]	Nolin	NR		Michael	NR						NR	
The A.V. Club	Every Ridley Scott movie ranked, including Napoleon	It’s been nearly five decades since Ridley Scott’s first feature film, The Duellists, hit theaters, and now, even well into his 80s, the legendary filmmaker shows no signs of slowing. Napoleon, his latest feature, is as grand and intense as anything else in h…	https://www.avclub.com/every-ridley-scott-movie-ranked-including-napoleon-1851029272	2023-11-22T13:00:00Z	Its been nearly five decades since Ridley Scotts first feature film, The Duellists, hit theaters, and now, even well into his 80s, the legendary filmmaker shows no signs of slowing. Napoleon, his lat… [+18318 chars]	Nolin	Napoleon	Plot	Michael	Napoleon	Plot					Napoleon	Plot
/FILM	The Marvels Ending Explained: Let The Sunshine In	The Marvels connects Captain Marvel to the series Ms. Marvel and WandaVision, but here&amp;#39;s a complete guide to everything you need to know about the ending.	https://www.slashfilm.com/1442358/the-marvels-ending-explained/	2023-11-09T22:00:00Z	Dar-Benn makes a plea to the leader of the now-nomadic Skrulls, Emperor Dro'ge (Gary Lewis), on the Skrulls' temporary home of Tarnax: let her relocate the Skrulls and then use the bangle to open a j… [+1530 chars]	Nolin	Marvels	Plot	Michael	Marvels	Plot					Marvels	Plot
/FILM	The Marvels' Young Avengers Tease Originally Featured More Characters [Exclusive]	The Marvels star Iman Vellani has confirmed that she shot a different version of the film&amp;#39;s Young Avengers tease than the one that made the theatrical cut.	https://www.slashfilm.com/1446963/the-marvels-young-avengers-tease-originally-featured-more-characters/	2023-11-15T13:45:30Z	We may end up getting to see the banter between Kate Bishop and Kamala Khan in the film's home media release or a Disney+ special. Considering these two are my absolute favorites of the Young Avenger… [+1201 chars]	Nolin	Marvels	Promo	Michael	Marvels	Plot			Marvels	Promo	Marvels	Promo
/FILM	Bob Iger's 'Supervision' Comment About The Marvels Crossed A Line	On today&amp;#39;s episode of the /Film Daily podcast, Ben and BJ talk about Bob Iger&amp;#39;s absurd comment about The Marvels and whether the Disney CEO is losing his touch.	https://www.slashfilm.com/1460560/bob-iger-supervision-comment-the-marvels-crossed-line/	2023-12-01T21:28:05Z	For years, Bob Iger has been seen as one of the most level-headed and respected studio chiefs in Hollywood. The two-time Walt Disney Company CEO has been widely praised for his shrewd deal-making (th… [+1549 chars]	Nolin	Marvels	NR	Michael	Marvels	NR					Marvels	NR
JoBlo.com	Box Office Update: Hunger Games Prequel seeing under $50 million debut	The long in the tooth title The Hunger Games: The Ballad of Songbirds & Snakes is looking at an opening just shy of the half century mark. The post Box Office Update: Hunger Games Prequel seeing under $50 million debut appeared first on JoBlo.	https://www.joblo.com/box-office-update-hunger-games-prequel-seeing-under-50-million-debut/	2023-11-18T16:04:19Z	The long in the tooth title The Hunger Games: The Ballad of Songbirds &amp; Snakes is looking at an opening just shy of the half century mark. This weekend saw the not quite highly anticipated retur… [+4203 chars]	Nolin	HG	Box	Michael	HG	Box					HG	Box
IGN	The Hunger Games Prequel Withstands Wish and Napoleon to Win 2023's Thanksgiving Weekend Box Office	The Hunger Games: The Ballad of Songbirds and Snakes held off both Disney's Wish and Napoleon to win its second domestic weekend box office over the Thanksgiving holiday.	https://www.ign.com/articles/the-hunger-games-prequel-withstands-wish-and-napoleon-to-win-2023s-thanksgiving-weekend-box-office	2023-11-26T22:08:36Z	The Hunger Games: The Ballad of Songbirds and Snakes held off both Disney's Wish and Napoleon to win its second domestic weekend box office over the Thanksgiving holiday. As reported by Comscore, Th… [+2942 chars]	Nolin	HG, Napoleon, Wish	Box	Michael	HG, Napoleon, Wish	Box					HG, Napoleon, Wish	Box
ComingSoon.net	Beyonce Renaissance Popcorn Bucket: Where to Buy the Tub & Cup	Fans and collectors are looking to buy the Beyonce Renaissance Popcorn Bucket. But how much is it and where can you buy it from? Here’s all the information you need about getting your own Beyonce tub and cup. Where to buy the Beyonce Renaissance popcorn bucke…	https://www.comingsoon.net/guides/news/1411288-beyonce-renaissance-popcorn-bucket-cup-where-to-buy-how-much-cost	2023-11-22T14:16:56Z	Fans and collectors are looking to buy the Beyonce Renaissance Popcorn Bucket. But how much is it and where can you buy it from? Heres all the information you need about getting your own Beyonce tub … [+1545 chars]	Nolin	Renaissance	Promo	Michael	Renaissance	Promo					Renaissance	Promo
BGR	The Marvels flopping is more proof that the MCU is on life support	Before The Marvels premiered on November 10th, I figured the bleak projections would end up being an overreaction. After all, Pixar’s Elemental looked like a … The post The Marvels flopping is more proof that the MCU is on life support appeared first on BGR.	https://bgr.com/entertainment/the-marvels-flopping-is-more-proof-that-the-mcu-is-on-life-support/	2023-11-21T00:06:00Z	Before The Marvels premiered on November 10th, I figured the bleak projections would end up being an overreaction. After all, Pixar’s Elemental looked like a flop on its opening weekend but went on t… [+3581 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Space.com	Save 20% on Lego's Hoopty spaceship from The Marvels this Black Friday	Grab yourself an $18 saving on this fun Lego ship from The Marvels this Black Friday.	https://www.space.com/lego-the-marvels-hoopty-spaceship-black-friday-2023	2023-11-24T21:45:39Z	Space is part of Future US Inc, an international media group and leading digital publisher. Visit our corporate site. © Future US, Inc. Full 7th Floor, 130 West 42nd Street, New York, NY 10036.	Nolin	Marvels	Promo	Michael	Marvels	Promo					Marvels	Promo
GameSpot	Iman Vellani On The Marvels Box Office Struggles: "That's For Bob Iger"	Iman Vellani, back as Kamala Khan/Ms. Marvel in The Marvels, remains unfazed by the film's box office performance since its November 10 release--it opened to $47 million domestically and just under $100 million worldwide, marking the weakest start for a Marve…	https://www.gamespot.com/articles/iman-vellani-on-the-marvels-box-office-struggles-thats-for-bob-iger/1100-6519328/	2023-11-20T17:46:00Z	Iman Vellani, back as Kamala Khan/Ms. Marvel in The Marvels, remains unfazed by the film's box office performance since its November 10 release--it opened to $47 million domestically and just under $… [+1614 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
The A.V. Club	It’s not Iman Vellani’s problem that The Marvels is a bomb	Marvel’s The Marvels is having a pretty lousy time at the box office, having already gotten the worst opening in MCU history and then a huge drop-off in its second week, but star Iman Vellani—who plays Ms. Marvel, a.k.a. Kamala Khan—isn’t phased by it. In fac…	https://www.avclub.com/not-iman-vellani-s-problem-that-the-marvels-is-a-bomb-1851037050	2023-11-20T22:16:00Z	Marvels The Marvelsis having a pretty lousy time at the box office, having already gotten the worst opening in MCU history and then a huge drop-off in its second week, but star Iman Vellaniwho plays … [+1612 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
